广东,#genre#
台視,http://198.16.100.90:8278/ttv_taiwan/playlist.m3u8?tid=mdea1ba75c9e516139101&ct=17874&tsum=95f1742d36f959fe6e241587a4f8e970
探索動力,http://50.7.238.114:8278/discoveryturbo_twn/playlist.m3u8?tid=m33a70bc8259c12219783&ct=17877&tsum=b8470668b7a41d6b15a90b7aa43b3279
探索動力,http://198.16.100.90:8278/discoveryturbo_twn/playlist.m3u8?tid=MECE3122352031223520&ct=18393&tsum=66f49d6631e9a76ea563d20a25e0bd4c
探索動力DMAX,http://198.16.100.90:8278/discoveryturbo_twn/playlist.m3u8?tid=MD5D5964869459648694&ct=19225&tsum=a21251b62069dff5c52601a3e4bc4a6d
探索頻道,http://50.7.238.114:8278/ba86fcd935/playlist.m3u8?tid=m1b458a366fcb&ct=18335&tsum=6ee1498a5e37d8bd1e3f62954629ed4f
探索頻道,http://198.16.100.90:8278/ba86fcd935/playlist.m3u8?tid=m1b458a366fcb&ct=18335&tsum=6ee1498a5e37d8bd1e3f62954629ed4f
探索亞洲,http://198.16.100.90:8278/discoverytwn_twn/playlist.m3u8?tid=m42a2d91d6f2413622196&ct=17874&tsum=3653c4c61f0a0443dbb256dc465b4715
探索亞洲,http://198.16.100.90:8278/discoverytwn_twn/playlist.m3u8?tid=MAAA4463833744638337&ct=18393&tsum=c4bd4c633430327425e073012785525e
緯來日本,http://50.7.238.114:8278/videolandjapan/playlist.m3u8?tid=MBAB7250273772502737&ct=19344&tsum=2b580b485643235654de4a1bbc9639cb
衛視中文,http://50.7.238.114:8278/weishichinese_twn/playlist.m3u8?ct=19226&tid=MA8A7894022878940228&tsum=c0323ce59263e0096d4181626874e17c
衛視中文台,http://198.16.100.90:8278/weishichinese_twn/playlist.m3u8?tid=MB7B8325601583256015&ct=19249&tsum=88f84634240050b869fbbe8cfeb43cc7
中視經典,http://50.7.238.114:8278/zhongshi_twn/playlist.m3u8?tid=14379667&ct=17988&tsum=de63d02f44741580b5070077d1949841
中視經典,http://198.16.100.90:8278/zhongshi_twn/playlist.m3u8?tid=14379667&ct=17988&tsum=de63d02f44741580b5070077d1949841
中視經典,http://198.16.100.90:8278/zhongshi_twn/playlist.m3u8?tid=mffe9aaf8765f&ct=18335&tsum=bcdd7a2ce4a5498b1449cb26a01150c0
中天娛樂,http://50.7.238.114:8278/ctient/playlist.m3u8?tid=MDED1780059017800590&ct=19226&tsum=4d05ea700aa8fd436b51ce703680e674
中天娛樂,http://198.16.100.90:8278/ctient/playlist.m3u8?tid=MDED1780059017800590&ct=19226&tsum=4d05ea700aa8fd436b51ce703680e674
中天娛樂,http://198.16.100.90:8278/ctient/playlist.m3u8?tid=m6780c60bd34a13540795&ct=17874&tsum=06089e289a460b0685447b7656d550e3
中天綜合,http://198.16.100.90:8278/ctizhonghe/playlist.m3u8?tid=m85005aeec85b14021104&ct=17874&tsum=69f19f4b12ab79d2ee683b28cdb1c8ca

•特色,#genre#
未知电影之旅「IPV6」,http://[2409:8087:2001:20:2800:0:df6e:eb04]:80/PLTV/1/224/3221230435/1.m3u8
欢快集体舞蹈「IPV6」,http://[2409:8087:2001:20:2800:0:df6e:eb27]:80/PLTV/1/224/3221231236/1.m3u8
享受文学声音「IPV6」,http://[2409:8087:2001:20:2800:0:df6e:eb22]:80/PLTV/1/224/3221231174/1.m3u8
LOL 全球总决赛「S13」,https://tv.iill.top//bilibili/10
村AB·贵州,https://yang-1989.eu.org/live/huya/17455052
斯诺克-1,https://yang-1989.eu.org/live/huya/880214
斯诺克-2,https://yang-1989.eu.org/live/huya/880625
UFC,https://yang-1989.eu.org/live/huya/880223
Deluxe Lounge HD「自然」,https://d46c0ebf9ef94053848fdd7b1f2f6b90.mediatailor.eu-central-1.amazonaws.com/v1/master/81bfcafb76f9c947b24574657a9ce7fe14ad75c0/live-prod/9a087b26-8be4-11eb-a7de-bacfe1f83627/0/master.m3u8?country=DE&optout=0&uid=749544ec3d9a45d48c600d03cac91dfd&vendor=philips&checkedby:iptvcat.com
Red Bull TV「体育」,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_6660.m3u8
广东4k,http://113.117.74.17:8081/hls/145/index.m3u8
CCTV 4K,http://113.117.74.17:8081/hls/144/index.m3u8
广东卫视,http://113.117.74.17:8081/hls/140/index.m3u8
广东经济科教,http://113.117.74.17:8081/hls/66/index.m3u8
大湾区卫视,http://113.117.74.17:8081/hls/80/index.m3u8
广东珠江,https://php.17186.eu.org/gdtv/web/gdzj.m3u8

•埋堆堆,#genre#
埋堆堆1,https://yang-1989.eu.org/live/huya/23749096
埋堆堆2,https://yang-1989.eu.org/live/huya/23735126
埋堆堆3,https://yang-1989.eu.org/live/huya/23865152
埋堆堆4,https://yang-1989.eu.org/live/huya/23903196
埋堆堆5,https://yang-1989.eu.org/live/huya/23740156
埋堆堆6,https://yang-1989.eu.org/live/huya/23728660
埋堆堆7,https://yang-1989.eu.org/live/huya/23865058
埋堆堆8,https://yang-1989.eu.org/live/huya/23734183
埋堆堆9,https://yang-1989.eu.org/live/huya/23865036
埋堆堆10,https://yang-1989.eu.org/live/huya/23734246
埋堆堆11,https://yang-1989.eu.org/live/huya/23863796
埋堆堆12,https://yang-1989.eu.org/live/huya/23749083
埋堆堆13,https://yang-1989.eu.org/live/huya/23824164
埋堆堆14,https://yang-1989.eu.org/live/huya/23863804
埋堆堆15,https://yang-1989.eu.org/live/huya/23865142
埋堆堆16,https://yang-1989.eu.org/live/huya/23903183
埋堆堆17,https://yang-1989.eu.org/live/huya/23903130
埋堆堆18,https://yang-1989.eu.org/live/huya/23734169
埋堆堆19,https://yang-1989.eu.org/live/huya/23728674

